Show Number, Air Date, Round, Category, Value, Question, Answer
5851,08/02/2010,Jeopardy!,SPOTT THA MISPELED WURD,$800,We want you to be committed to catagorizing your collectibles cohesively,categorizing
5851,08/02/2010,Jeopardy!,THE BIG 10,$800,"The title of this Boccaccio work means ""10 Days""",Decameron
5851,08/02/2010,Jeopardy!,"CANADIAN GEOGRAPHY, EH?",$1000,"This province has the longest border, including water, with the United States",Ontario
5851,08/02/2010,Jeopardy!,ON HIS BASEBALL HALL OF FAME PLAQUE,$1000,"""Boston Red Sox A.L. 1939-1960... batted .406 in 1941""",Ted Williams
5851,08/02/2010,Jeopardy!,STAMPS,"$1,800",The Distinguished Marines series honors the man for whom a North Carolina Marine Corps base was named,Lt. Gen. John Lejeune
5851,08/02/2010,Jeopardy!,THE KILLERS,$1000,"Pausanius, a young Macedonian noble, killed this man, Alexander's dad, in 336 B.C.",Philip
5851,08/02/2010,Jeopardy!,SPOTT THA MISPELED WURD,$1000,The accomodations at the monastery were rudimentary at best,accommodations
5851,08/02/2010,Jeopardy!,THE BIG 10,$1000,"(<a href=""http://www.j-archive.com/media/2010-02-08_J_20.jpg"" target=""_blank"">Alex stands in front of an exhibit at the Newseum.</a>) The exhibit G-men and journalists contains the very first ledger in which this list was kept. It began when a reporter asked the FBI, ""Who are the toughest guys you're looking for?""",the FBI's 10 most wanted list
5851,08/02/2010,Double Jeopardy!,GENERAL SCIENCE,$400,In 1869 this Austrian monk published a paper on hawkweed: the experiments didn't work as well as the ones with peas,Mendel
5851,08/02/2010,Double Jeopardy!,INSTRUMENT ETYMOLOGY,$400,"It's appropriate that the name of this double reed instrument with a low range comes from the Italian for ""low""",a bassoon
5851,08/02/2010,Double Jeopardy!,FACIAL EXPRESSIONS,$400,"This word meaning ""empty"" or ""to be filled in"" describes a vacant type of stare",blank
5851,08/02/2010,Double Jeopardy!,LIT MY FIRE,$400,"""The Fire Sermon"" is Part III of this poet's ""The Waste Land""",T.S. Eliot
5851,08/02/2010,Double Jeopardy!,THE STAR'S TV SHOW & MOVIE,$400,"""Sex and the City"", ""Sex and the City"" (& ""Did you Hear About the Morgans?"")",Sarah Jessica Parker
5851,08/02/2010,Double Jeopardy!,THE BIG 10-LETTER WORDS,$400,"Relatively speaking, it's your mom's husband by a later marriage",a stepfather
5851,08/02/2010,Double Jeopardy!,GENERAL SCIENCE,$800,Unusual names borne by these celestial objects include 3834 Zappafrank & 10221 Kubrick,asteroids
5851,08/02/2010,Double Jeopardy!,INSTRUMENT ETYMOLOGY,$800,"Your dog will scratch his head if you don't know the ukulele's name comes from the Hawaiian for this ""jumping"" insect",the flea
5851,08/02/2010,Double Jeopardy!,FACIAL EXPRESSIONS,$800,It's a self-satisfied smile or grin that you may be asked to wipe off your face,smirk
5851,08/02/2010,Double Jeopardy!,LIT MY FIRE,$800,The burning of Moscow after Napoleon's exit is dramatized in this Tolstoy novel,War and Peace
5851,08/02/2010,Double Jeopardy!,THE STAR'S TV SHOW & MOVIE,$800,"""Bosom Buddies"", ""The Green Mile""",Tom Hanks
5851,08/02/2010,Double Jeopardy!,THE BIG 10-LETTER WORDS,$800,"From the late Latin for ""word"", this book is the last word on words",dictionary
5851,08/02/2010,Double Jeopardy!,GENERAL SCIENCE,$1200,"(<a href=""http://www.j-archive.com/media/2010-02-08_DJ_10.jpg"" target=""_blank"">Jimmy of the Clue Crew holds a bicycle wheel</a>)  When I torque a spinning bike wheel, an equal and opposite torque causes me to rotate also, an illustration of the conservation of angular this",momentum
5851,08/02/2010,Double Jeopardy!,INSTRUMENT ETYMOLOGY,$1200,The first 4 letters of xylophone refer etymologically to this material used to make its sounding bars,wood
5851,08/02/2010,Double Jeopardy!,FACIAL EXPRESSIONS,$1200,"In the 1600s Charles Le Brun drew illlustrations for each of the passions. <a href=""http://www.j-archive.com/media/2010-02-08_DJ_16a.jpg"" target=""_blank"">Here's</a> la haine, this opposite of love",hate
5851,08/02/2010,Double Jeopardy!,LIT MY FIRE,$1200,"In Book 1 of this, Satan is ""hurld hedlong flaming from th' ethereal skies... to dwell in adamantine chains and penal fire""",Paradise Lost
5851,08/02/2010,Double Jeopardy!,THE STAR'S TV SHOW & MOVIE,$1200,"""Friends"", ""Bruce Almighty""",Jennifer Aniston
5851,08/02/2010,Double Jeopardy!,THE BIG 10-LETTER WORDS,$1200,Don't lose your head: this French device shares its name with an instrument for surgically removing tonsils,guillotine
5851,08/02/2010,Double Jeopardy!,GENERAL SCIENCE,$1600,This 4-letter neutral compound is produced by the reaction of an acid & a base,a salt
5851,08/02/2010,Double Jeopardy!,INSTRUMENT ETYMOLOGY,$1600,"From the Latin for ""clear"" comes the name for this woodwind instrument",clarinet
5851,08/02/2010,Double Jeopardy!,FACIAL EXPRESSIONS,"$2,000",Jack Nicholson movie villain known for his rictus,the Joker
5851,08/02/2010,Double Jeopardy!,LIT MY FIRE,$1600,"This Irish poet's ""Sailing to Byzantium"" urges ""sages... in God's holy fire"" to be ""singing masters of my soul""",William Butler Yeats
5851,08/02/2010,Double Jeopardy!,THE STAR'S TV SHOW & MOVIE,$1600,"""In Living Color"", ""Bruce Almighty""",Jim Carrey
5851,08/02/2010,Double Jeopardy!,THE BIG 10-LETTER WORDS,"$2,000",The report's back from the lab; it's the science dealing with the detection of poisons,toxicology
5851,08/02/2010,Double Jeopardy!,GENERAL SCIENCE,$2000,"Plants having these underground stems, from the Greek for ""root"", include irises, bamboo & wild ginger",rhizomes
5851,08/02/2010,Double Jeopardy!,INSTRUMENT ETYMOLOGY,$2000,"The name of <a href=""http://www.j-archive.com/media/2010-02-08_DJ_27b.jpg"" target=""_blank"">this</a> instrument has nothing to do with the religion, but is more likely a corruption of the word ""jaw""",Jew's harp
5851,08/02/2010,Double Jeopardy!,FACIAL EXPRESSIONS,$2000,"This word for a sidelong glance of crude desire used to mean ""the cheek""",a leer
5851,08/02/2010,Double Jeopardy!,LIT MY FIRE,$2000,"His 1963 bestseller ""The Fire Next Time"" took its title from an old spiritual",James Baldwin
5851,08/02/2010,Double Jeopardy!,THE STAR'S TV SHOW & MOVIE,$2000,"""The Office"", ""Bruce Almighty""",Steve Carell
5851,08/02/2010,Double Jeopardy!,THE BIG 10-LETTER WORDS,$2000,Something that's the first son's due; Esau sold his,birthright
5851,08/02/2010,Final Jeopardy!,RANKS & TITLES,None,"Owain Glyndwr, who died circa 1416, was the last native of his country to claim this title",Prince of Wales
4335,06/06/2003,Jeopardy!,WEATHER WORLD,$200,"Libya's arid climate is made worse by the ghibli, a crop-destroying wind from this desert",Sahara
4335,06/06/2003,Jeopardy!,ON THE COVER OF SGT. PEPPER,$200,"He's an African explorer, ""I presume""",Dr. Livingstone
4335,06/06/2003,Jeopardy!,CLOTHING WORDS,$200,"A score of 22-22, for instance",tie
4335,06/06/2003,Jeopardy!,MY PLACE?,$200,"A Norman could say, ""I'm the king of the motte-and-bailey style of"" this",castle
4335,06/06/2003,Jeopardy!,IT'S A DATE!,$200,You'll find this date on a calendar only once every 4 years,February 29 (for a leap year)
4335,06/06/2003,Jeopardy!,"""J"" WHIZ",$200,"It's a trip taken by a public official at public expense, ostensibly for official business",junket
4335,06/06/2003,Jeopardy!,WEATHER WORLD,$400,"In addition to helping commerce, these ocean winds bring pleasant weather to islands like Hawaii",trade winds
4335,06/06/2003,Jeopardy!,ON THE COVER OF SGT. PEPPER,$400,Bob Dylan appears as does this poet from whom he may have taken his stage name,Dylan Thomas
4335,06/06/2003,Jeopardy!,CLOTHING WORDS,$400,To lose footing on icy ground,slip
4335,06/06/2003,Jeopardy!,MY PLACE?,$400,"As he often said, Chris Farley's character Matt Foley lived in one of these down by the river",van
4335,06/06/2003,Jeopardy!,IT'S A DATE!,$400,"(Jimmy of the Clue Crew at the USS Arizona Memorial in Pearl Harbor, Hawaii)  Pearl Harbor will always be remembered for this date in 1941, which FDR said ""will live in infamy""",Dec-07
4335,06/06/2003,Jeopardy!,"""J"" WHIZ",$400,"It's not a type of fruit spread, but a large extended campout for several Boy Scout troops together",jamboree
4335,06/06/2003,Jeopardy!,WEATHER WORLD,$600,"In Venezuela, this ""season"" is from April to October; in the mountains of Peru, from November to March",rainy season
4335,06/06/2003,Jeopardy!,ON THE COVER OF SGT. PEPPER,$600,"This actor is in costume from his film ""The Wild One""",Marlon Brando
4335,06/06/2003,Jeopardy!,CLOTHING WORDS,$600,"Breathes heavily, like a dog or a tired jogger",pants
4335,06/06/2003,Jeopardy!,MY PLACE?,$600,"The introduction to ""The Song of Hiawatha"" mentions ""the curling smoke of"" these dwellings",wigwams
4335,06/06/2003,Jeopardy!,IT'S A DATE!,$600,"Oregon entered the union on this date in 1859, sweetie",Feb-14
4335,06/06/2003,Jeopardy!,"""J"" WHIZ",$600,It's believed that the Virgin Mary died in this Middle Eastern city,Jerusalem
4335,06/06/2003,Jeopardy!,WEATHER WORLD,$800,It's the U.S. state that experiences the most tornadoes,Texas
4335,06/06/2003,Jeopardy!,ON THE COVER OF SGT. PEPPER,$800,The Beatles' bass player before Paul took over,Stu Sutcliffe
4335,06/06/2003,Jeopardy!,CLOTHING WORDS,$800,A layer of paint,coat
4335,06/06/2003,Jeopardy!,MY PLACE?,$800,"A book subtitled ""Architecture in the Colombian Countryside"" showcases the estates called these in Spanish",haciendas
4335,06/06/2003,Jeopardy!,IT'S A DATE!,$800,"It's Bird Day in Oklahoma, & a popular date for pole dancing",May-01
4335,06/06/2003,Jeopardy!,"""J"" WHIZ",$800,This 1847 novel takes place mainly at Lowood Orphan Asylum & Thornfield Hall,"""Jane Eyre"""
4335,06/06/2003,Jeopardy!,WEATHER WORLD,"$1,000","The Australian mountains that include the Charlotte's Pass ski area, or the weather there in July",Snowy
4335,06/06/2003,Jeopardy!,ON THE COVER OF SGT. PEPPER,$1000,"This ""Das Kapital"" author stands between comedian Oliver Hardy & H.G. Wells",Karl Marx
4335,06/06/2003,Jeopardy!,CLOTHING WORDS,$1000,Hits hard,socks/belts
4335,06/06/2003,Jeopardy!,MY PLACE?,$1000,A western camper pitches a tent; a central Asian nomad pitches this,yurt
4335,06/06/2003,Jeopardy!,IT'S A DATE!,$1000,"O Canada celebrates Canada Day on this date, 3 days before a big American holiday",Jul-01
4335,06/06/2003,Jeopardy!,"""J"" WHIZ",$1000,The Hagia Sophia in Istanbul was one of the many churches built by this 6th century Byzantine emperor,Justinian I
4335,06/06/2003,Double Jeopardy!,PLAYWRIGHTS,$400,"Critic Walter Kerr called this man's ""Camino Real"" ""The worst play yet written by the best playwright of his generation""",Tennessee Williams
4335,06/06/2003,Double Jeopardy!,THE 1890s,$400,"Japan had an emperor, Russia, a czar & Italy was ruled by one of these",king
4335,06/06/2003,Double Jeopardy!,AMERICAN NICKNAMES,$400,"She was called ""Little Missy"" & ""Little Sure Shot""",Annie Oakley
4335,06/06/2003,Double Jeopardy!,"""S""-OTERICA",$400,"Examples of this TV format include ""Leave It to Beaver"" & ""The King of Queens""",sitcom
4335,06/06/2003,Double Jeopardy!,VIETNAM,$400,"It's not the capital, but this Vietnamese city is the most populous",Ho Chi Minh City (formerly Saigon)
4335,06/06/2003,Double Jeopardy!,TOUR OF JUDY,$400,Liza & Lorna's mom,Judy Garland
4335,06/06/2003,Double Jeopardy!,PLAYWRIGHTS,$800,"""May All Your Fences Have Gates"" is a book of ""Essays on the Drama of"" this African-American playwright",August Wilson
4335,06/06/2003,Double Jeopardy!,THE 1890s,$800,"Of ""Frankenstein"", ""The Invisible Man"" or ""Dracula"", the one not created in 1897","""Frankenstein"" (created in 1818)"
4335,06/06/2003,Double Jeopardy!,AMERICAN NICKNAMES,"$1,500","The ""Plant Magician"" was Luther Burbank; this man was the ""Plant Doctor""",George Washington Carver
4335,06/06/2003,Double Jeopardy!,"""S""-OTERICA",$800,Slang term for a left-handed boxer or fiddle player,southpaw
4335,06/06/2003,Double Jeopardy!,VIETNAM,"$6,800","Of the 3 countries that border Vietnam, the one whose name does not begin with the same letter as the other 2",Laos
4335,06/06/2003,Double Jeopardy!,TOUR OF JUDY,$800,This animated girl attends Orbit High School,Judy Jetson
4335,06/06/2003,Double Jeopardy!,PLAYWRIGHTS,$1200,"(Sofia of the Clue Crew at the Nederlander Theatre in New York City)  This creator of ""Rent"" died the night of its final dress rehearsal, never knowing he would win the Pulitzer Prize",Jonathan Larson
4335,06/06/2003,Double Jeopardy!,THE 1890s,$1200,Relationship of Lizzie Borden to the woman she was acquitted of killing,stepdaughter
4335,06/06/2003,Double Jeopardy!,AMERICAN NICKNAMES,$1200,"Born in 1905, he was the ""Billionaire Recluse""",Howard Hughes
4335,06/06/2003,Double Jeopardy!,"""S""-OTERICA",$1200,"It's a low-level football ""catch"" made near the ground by a running player",shoestring catch
4335,06/06/2003,Double Jeopardy!,VIETNAM,$1200,"A fertile marshland, Vietnam's southernmost region is the broad delta of this river",Mekong
4335,06/06/2003,Double Jeopardy!,TOUR OF JUDY,$1200,"Twice nominated for Oscars, this actress once studied at an Australian convent & sang in a rock band",Judy Davis
4335,06/06/2003,Double Jeopardy!,PLAYWRIGHTS,$1600,These British twin brother playwrights wrote mystery novels under the rather obvious alias Peter Anthony,Peter & Anthony Shaffer
4335,06/06/2003,Double Jeopardy!,AMERICAN NICKNAMES,$1600,"Sam Rayburn was ""Mr. Sam"", not ""Mr. Democrat""; this politician was ""Mr. Republican"", not ""Mr. Robert""",Robert Taft
4335,06/06/2003,Double Jeopardy!,"""S""-OTERICA",$1600,(I'm NFL running back Shaun Alexander)  I play in this city that's the farthest distance away from any other NFL city,Seattle
4335,06/06/2003,Double Jeopardy!,VIETNAM,$1600,"The large ""S"" shape that is Vietnam juts out into this sea with a directional name",South China Sea
4335,06/06/2003,Double Jeopardy!,TOUR OF JUDY,$1600,"She played an airheaded blonde to whom William Holden had to teach manners in ""Born Yesterday""",Judy Holliday
4335,06/06/2003,Double Jeopardy!,PLAYWRIGHTS,$2000,"Born in 1799, this poet, novelist & playwright is to Russian literature what Shakespeare is to English literature",Alexander Pushkin
4335,06/06/2003,Double Jeopardy!,AMERICAN NICKNAMES,$2000,"Gloria Vanderbilt or Doris Duke; it's also the translation of the Victoria Ruffo telenovela title ""Pobre Nina Rica""",Poor Little Rich Girl
4335,06/06/2003,Double Jeopardy!,"""S""-OTERICA",$2000,Peter Falk narrated this 1978 documentary in which hardened convicts frightened delinquent kids,Scared Straight
4335,06/06/2003,Double Jeopardy!,VIETNAM,$2000,"Vietnam's narrowest point, about 30 miles, is just north of this port city where U.S. troops landed in 1965",Da Nang
4335,06/06/2003,Double Jeopardy!,TOUR OF JUDY,$2000,"This CNN news anchor once worked as a correspondent for ""The MacNeil/Lehrer Newshour""",Judy Woodruff
4335,06/06/2003,Final Jeopardy!,CANDY,None,"Bill Harmsen, who raised horses in Colo., happily founded this candy co. in 1949 to make money during the winter",Jolly Rancher
4541,10/05/2004,Jeopardy!,HISTORIC NICKNAMES,$200,"Because of his Hanoverian heritage, American colonists called this monarch ""German Georgie"" or ""Geordie""",George III
4541,10/05/2004,Jeopardy!,"BIG, REALLY BIG!",$200,"Built on 200 acres, this Washington, D.C. train station was once the world's largest",Union Station
4541,10/05/2004,Jeopardy!,POLITICAL MOVIES,$200,2 reporters unearth a political scandal that goes all the way to the top in this 1976 film based on a book,All the President's Men
4541,10/05/2004,Jeopardy!,THE 1990s,$200,"On Jan. 31, 1999 this team repeated as Super Bowl champs with John Elway throwing for 336 yards",the Denver Broncos
4541,10/05/2004,Jeopardy!,U.S. STATES,$200,Do the wild fais-do-do in this state while motoring on Interstate 10 to Baton Rouge or Ponchatoula,Louisiana
4541,10/05/2004,Jeopardy!,HISTORIC NICKNAMES,$400,"Among the more colorful nicknames of this agricultural chemist were ""Peanut Man"" & ""Sweet-Potato Man""",George Washington Carver
4541,10/05/2004,Jeopardy!,"BIG, REALLY BIG!",$400,The 120-foot big bat being transported here is now at the Kentucky museum named for this 2-word brand,Louisville Slugger
4541,10/05/2004,Jeopardy!,POLITICAL MOVIES,$400,"Jimmy Stewart played Jefferson Smith, the naive & idealistic appointee to the U.S. Senate in this Capra classic",Mr. Smith Goes to Washington
4541,10/05/2004,Jeopardy!,THE 1990s,$400,"On January 4, 1995 he was sworn in as the first Republican speaker of the house in more than 40 years",Newt Gingrich
4541,10/05/2004,Jeopardy!,U.S. STATES,$400,It's the only U.S. state named for a French king,Louisiana
4541,10/05/2004,Jeopardy!,HISTORIC NICKNAMES,$600,"This animal phrase meaning ""courageous"" was Richard I of England's nickname",the Lionhearted
4541,10/05/2004,Jeopardy!,"BIG, REALLY BIG!",$600,"In 1956 a 12,000-square-mile one of these was seen floating off Antarctica; you might call it titanic",an iceberg
4541,10/05/2004,Jeopardy!,POLITICAL MOVIES,"$1,000",This political satire starred John Travolta as a Southern governor running for president,Primary Colors
4541,10/05/2004,Jeopardy!,THE 1990s,$600,"On Nov. 5, 1996, this GOP candidate joked, ""Tomorrow will be the first time in my life I don't have anything to do""",Bob Dole
4541,10/05/2004,Jeopardy!,HISTORIC NICKNAMES,$800,"He was the ""Father of Texas"", but the Indians called him ""Big Drunk""",Sam Houston
4541,10/05/2004,Jeopardy!,"BIG, REALLY BIG!",$800,(Jimmy of the Clue Crew)  In 1996 a 505 X 255-foot flag decorated this structure seen here in the West,the Hoover Dam
4541,10/05/2004,Jeopardy!,POLITICAL MOVIES,$800,Frank Langella is the power hungry chief of staff in this film in which Kevin Kline plays a presidential impersonator,Dave
4541,10/05/2004,Jeopardy!,THE 1990s,$800,In April 1992 riots broke out in L.A. after a jury failed to convict the policemen involved in the beating of this man,Rodney King
4541,10/05/2004,Jeopardy!,HISTORIC NICKNAMES,$1000,"This 19th century American politician & orator was nicknamed ""The Little Giant""",Stephen Douglas
4541,10/05/2004,Jeopardy!,"BIG, REALLY BIG!",$1000,Lady Hamilton could tell you the name of this 185-foot column that went up in the early 1840s,(Lord) Nelson's Column
4541,10/05/2004,Jeopardy!,POLITICAL MOVIES,$1000,"Michael Douglas played Andrew Shepherd, the title character of this film, & even he had trouble dating",The American President
4541,10/05/2004,Jeopardy!,THE 1990s,$1000,"Queen Elizabeth II & Francois Mitterrand appeared together at the opening of this on May 6, 1994","the opening of the ""Chunnel"" (the Channel tunnel)"
4541,10/05/2004,Double Jeopardy!,"CROSSWORD CLUES ""D""",$400,"Scotch, & make it this (6)",double
4541,10/05/2004,Double Jeopardy!,CAPITOL THINKERS,$400,"This man from Mass. is the ranking Democrat of the Senate's Health, Education, Labor & Pensions Committee",Edward Kennedy
4541,10/05/2004,Double Jeopardy!,MEET THE PARENTS,$400,"CBS, Blockbuster, Simon & Schuster",Viacom
4541,10/05/2004,Double Jeopardy!,YOU SHOULD BE IN A BALLET!,$400,This fluffy skirt that you may have to wear was not named for archbishop Desmond,tutu
4541,10/05/2004,Double Jeopardy!,GROSS NATIONAL PRODUCTS,$400,"In this largest country, comrades left & right enjoy coulibiac, a pie made with the spinal marrow of the sturgeon",Russia
4541,10/05/2004,Double Jeopardy!,POTPOURRI,$400,"Some think this Irving Berlin song should replace ""The Star-Spangled Banner"" as the national anthem -- it's easier to sing","""God Bless America"""
4541,10/05/2004,Double Jeopardy!,"CROSSWORD CLUES ""D""",$800,"He's the shadowy Watergate source (4,6)","""Deep Throat"""
4541,10/05/2004,Double Jeopardy!,CAPITOL THINKERS,$800,This self-made man has the distinction of being the longest serving senator ever from West Virginia,Robert Byrd
4541,10/05/2004,Double Jeopardy!,MEET THE PARENTS,$800,"Aiwa, Epic Records, Columbia Tristar",Sony
4541,10/05/2004,Double Jeopardy!,YOU SHOULD BE IN A BALLET!,$800,"Your allergy to feathers may prevent you from playing Odette, the queen of the swans in this ballet",Swan Lake
4541,10/05/2004,Double Jeopardy!,GROSS NATIONAL PRODUCTS,$800,The Masai people of this African country mix cow blood with milk for a refreshing drink,Kenya
4541,10/05/2004,Double Jeopardy!,POTPOURRI,$800,"Politicians often complain about having to make appearances on this ""unappetizing poultry"" circuit","the ""rubber chicken"" circuit"
4541,10/05/2004,Double Jeopardy!,CAPITOL THINKERS,$1200,"This Ariz. senator said of Bush's energy plan, ""Just one pork barrel project larded onto another""",John McCain
4541,10/05/2004,Double Jeopardy!,MEET THE PARENTS,$1200,"D.C. Comics, MapQuest.com, CNN",Time Warner
4541,10/05/2004,Double Jeopardy!,YOU SHOULD BE IN A BALLET!,"$1,000","To star in this 1890 fairy tale ballet, you shouldn't have spindly legs but you will need a spindle",Sleeping Beauty
4541,10/05/2004,Double Jeopardy!,GROSS NATIONAL PRODUCTS,$1200,Sanma aisu is fish-flavored ice cream & taco aisu is octopus-flavored ice cream made in this country,Japan
4541,10/05/2004,Double Jeopardy!,POTPOURRI,$1200,There are Blue & White branches of this African river,the Nile
4541,10/05/2004,Double Jeopardy!,CAPITOL THINKERS,$1600,This Tennessee senator is a practicing physician,Bill Frist
4541,10/05/2004,Double Jeopardy!,MEET THE PARENTS,$1600,"First Colony Life Insurance, Telemundo, NBC",General Electric
4541,10/05/2004,Double Jeopardy!,YOU SHOULD BE IN A BALLET!,$1600,Your striking resemblance to Kirk Douglas has convinced us to star you in the ballet about this gladiator,Spartacus
4541,10/05/2004,Double Jeopardy!,GROSS NATIONAL PRODUCTS,$1600,"When on this north Atlantic island be sure to try hakarl, a traditional dish of rotten shark",Iceland
4541,10/05/2004,Double Jeopardy!,POTPOURRI,$1600,VP Garret Hobart cast the deciding vote against independence for these formerly Spanish Pacific islands,the Philippines
4541,10/05/2004,Double Jeopardy!,CAPITOL THINKERS,$2000,"This Vermont senator wrote, ""You get 15 Democrats together in a room, and you get 20 opinions""",Patrick Leahy
4541,10/05/2004,Double Jeopardy!,MEET THE PARENTS,$2000,"Hyperion Books, Mammoth Records, Miramax Films",Disney
4541,10/05/2004,Double Jeopardy!,YOU SHOULD BE IN A BALLET!,$2000,"Your ""Romeo and Juliet"" will make everyone forget the 1965 triumph of Rudolf Nureyev & this partner",Margot Fonteyn
4541,10/05/2004,Double Jeopardy!,GROSS NATIONAL PRODUCTS,$2000,"Consisting of a sheep's minced heart, lung & liver, haggis is a specialty of this U.K. country",Scotland
4541,10/05/2004,Double Jeopardy!,POTPOURRI,$2000,The website for this Bureau of the Treasury department is www.moneyfactory.com,the Bureau of Printing and Engraving
4541,10/05/2004,Final Jeopardy!,THE PRESIDENCY,None,"If a president is impeached, this official presides over the trial in the Senate",the Chief Justice of the United States
3834,12/04/2001,Jeopardy!,AFRICAN GEOGRAPHY,$100,"The Qattara Depression, one of Africa's lowest points, lies 300 miles southwest of this country's pyramids",Egypt
3834,12/04/2001,Jeopardy!,"BON APPE-""T""",$100,A folded tortilla filled with various ingredients,Taco
3834,12/04/2001,Jeopardy!,MONEY SLANG,$100,Cheap way off a rodeo bronco,Buck
3834,12/04/2001,Jeopardy!,AIN'T THAT AMERICA,$100,The Mackinac Bridge joins the upper & lower peninsulas of this U.S. state,Michigan
3834,12/04/2001,Jeopardy!,WHY?,$100,These events occur because gas-filled magma is forced to the surface by pressure from solid rock,Volcanic eruptions
3834,12/04/2001,Jeopardy!,THE BUTLER DID IT,$100,"Ted Cassidy played Bigfoot on ""The Six Million Dollar Man"" & filled this servant's shoes on ""The Addams Family""",Lurch
3834,12/04/2001,Jeopardy!,AFRICAN GEOGRAPHY,$200,Arabs call this Libyan capital Tarabulus,Tripoli
3834,12/04/2001,Jeopardy!,"BON APPE-""T""",$200,"This ""steak"" is a hot dog",Tube steak
3834,12/04/2001,Jeopardy!,MONEY SLANG,$200,"No ""Wonder"" you're on a ""roll"" -- you're not a ""loaf""er & you're earning a lot of this",Bread/dough
3834,12/04/2001,Jeopardy!,AIN'T THAT AMERICA,$200,This state was named for a man who was a European king from 1643 to 1715,Louisiana
3834,12/04/2001,Jeopardy!,WHY?,$200,"They're ""unlucky"" because in the Middle Ages they were thought to be the mascots of witches",Black cats
3834,12/04/2001,Jeopardy!,THE BUTLER DID IT,$200,He must have a great benefit plan; Alfred began his service to this crime fighter way back in 1943,Batman
3834,12/04/2001,Jeopardy!,AFRICAN GEOGRAPHY,$300,"Most of Africa's major rivers, including the Congo & the Niger, flow into this ocean",Atlantic
3834,12/04/2001,Jeopardy!,"BON APPE-""T""",$300,This root vegetable often has white skin & a purple-tinged top,Turnip
3834,12/04/2001,Jeopardy!,MONEY SLANG,$300,"If you have the itch to start a business ""from"" it, you'll certainly need some of it",Scratch
3834,12/04/2001,Jeopardy!,AIN'T THAT AMERICA,$300,There are more farms in this large southwestern state than in any other,Texas
3834,12/04/2001,Jeopardy!,WHY?,$300,"According to Genesis 3:14, because it tricked Eve",Why does the snake crawl on the ground?
3834,12/04/2001,Jeopardy!,THE BUTLER DID IT,$300,"Robert Guillaume cleaned up on ""Soap"" before moving to the governor's mansion on this series",Benson
3834,12/04/2001,Jeopardy!,AFRICAN GEOGRAPHY,$400,"In addition to its bountiful wildlife, this desert is the site of the Orapa diamond mine, one of the world's largest",Kalahari
3834,12/04/2001,Jeopardy!,"BON APPE-""T""",$400,It's a cross between a pomelo & a tangerine,Tangelo
3834,12/04/2001,Jeopardy!,MONEY SLANG,$400,Bank notes that sing before fa-so-la,Do-re-mi
3834,12/04/2001,Jeopardy!,AIN'T THAT AMERICA,$400,"This town bearing the name of an old TV game show is the seat of Sierra County, New Mexico",Truth or Consequences (Hot Springs)
3834,12/04/2001,Jeopardy!,WHY?,$400,"To punish Vronsky for turning cold to her, & to escape from everything",Why does Anna Karenina kill herself?
3834,12/04/2001,Jeopardy!,THE BUTLER DID IT,$400,"Daniel Davis played Niles the butler on this ""Fine"" TV comedy that featured the Sheffield family",The Nanny
3834,12/04/2001,Jeopardy!,AFRICAN GEOGRAPHY,"$1,500","Jebel Musa, a promontory in this mountain range, is one of the Pillars of Hercules",Atlas Mountains
3834,12/04/2001,Jeopardy!,"BON APPE-""T""",$500,A yellow cheddar from Oregon,Tillamook
3834,12/04/2001,Jeopardy!,MONEY SLANG,$500,2-word phrase for Henny Penny's lunch,Chicken feed
3834,12/04/2001,Jeopardy!,AIN'T THAT AMERICA,$500,"On June 17, 1969 this controversial erotic revue opened off-Broadway; oh my!",Oh! Calcutta!
3834,12/04/2001,Jeopardy!,WHY?,$500,Because bacteria from carbon dioxide bubbles around which the curd hardens,Why does Swiss cheese have holes?
3834,12/04/2001,Jeopardy!,THE BUTLER DID IT,$500,"Giles was the first name of this Sebastian Cabot character on ""Family Affair""",Mr. French
3834,12/04/2001,Double Jeopardy!,SCIENCE & NATURE,$200,In the East Indies certain species of this reptile are called flying dragons because they can glide from tree to tree,Lizards
3834,12/04/2001,Double Jeopardy!,"THE MELBOURNE OLYMPICS, 1956",$200,"As an 8-year-old in 1956, she sang with a group welcoming Queen Elizabeth II; later she sang to open the 2000 games",Olivia Newton-John
3834,12/04/2001,Double Jeopardy!,WRITERS CUBED,$200,"In 1845 he published ""The Raven and Other Poems""; the other poems include ""The Conqueror Worm""",Edgar Allan Poe
3834,12/04/2001,Double Jeopardy!,BRITISH ROYAL HOUSES,$200,Henry VIII,Tudor
3834,12/04/2001,Double Jeopardy!,AND I QUOTE,$200,"Type of quotations in the title of ""Bartlett's""",Familiar
3834,12/04/2001,Double Jeopardy!,"THE ""BUTLER"" DID IT",$200,"Film character who said, ""You should be kissed, and often, and by someone who knows how""",Rhett Butler
3834,12/04/2001,Double Jeopardy!,SCIENCE & NATURE,$400,"Newton, Cassegrain, Schmidt & Maksutov all have types of this instrument named for them",Telescope
3834,12/04/2001,Double Jeopardy!,"THE MELBOURNE OLYMPICS, 1956",$400,"Teams were pulling out left & right, some in protest of the Soviet invasion of this country",Hungary
3834,12/04/2001,Double Jeopardy!,WRITERS CUBED,$400,"In 1977 a reconstruction of her ""Little House"" was put on the original site 13 miles southwest of Independence",Laura Ingalls Wilder
